#Coverage	Number of genomic locations
1858.0	2.0
1859.0	1.0
1861.0	1.0
1862.0	1.0
1866.0	2.0
1867.0	1.0
1870.0	1.0
1871.0	1.0
1876.0	2.0
1878.0	2.0
1881.0	2.0
1892.0	2.0
1894.0	1.0
1896.0	1.0
1897.0	1.0
1898.0	1.0
1899.0	1.0
1900.0	3.0
1901.0	2.0
1905.0	1.0
1907.0	2.0
1912.0	2.0
1914.0	1.0
1915.0	2.0
1919.0	2.0
1920.0	1.0
1921.0	2.0
1922.0	1.0
1925.0	1.0
1926.0	3.0
1927.0	2.0
1929.0	1.0
1931.0	1.0
1933.0	2.0
1934.0	2.0
1935.0	2.0
1936.0	1.0
1937.0	2.0
1939.0	1.0
1943.0	2.0
1944.0	1.0
1947.0	1.0
1949.0	1.0
1950.0	2.0
1951.0	1.0
1952.0	1.0
1953.0	1.0
1954.0	1.0
1956.0	1.0
1958.0	2.0
1959.0	2.0
1960.0	2.0
1962.0	2.0
1963.0	1.0
1965.0	1.0
1966.0	1.0
1968.0	1.0
1970.0	1.0
1972.0	2.0
1975.0	2.0
1977.0	1.0
1978.0	2.0
1979.0	2.0
1980.0	3.0
1981.0	1.0
1984.0	1.0
1986.0	1.0
1989.0	1.0
1995.0	1.0
1996.0	2.0
1997.0	1.0
1998.0	2.0
1999.0	2.0
2000.0	3.0
2001.0	2.0
2003.0	1.0
2006.0	3.0
2007.0	1.0
2008.0	2.0
2009.0	2.0
2010.0	1.0
2012.0	3.0
2015.0	1.0
2016.0	1.0
2017.0	2.0
2018.0	2.0
2019.0	1.0
2020.0	1.0
2021.0	2.0
2022.0	3.0
2023.0	2.0
2025.0	2.0
2026.0	1.0
2027.0	1.0
2029.0	1.0
2030.0	6.0
2032.0	1.0
2033.0	1.0
2034.0	3.0
2036.0	1.0
2038.0	6.0
2040.0	1.0
2042.0	1.0
2043.0	3.0
2044.0	1.0
2045.0	3.0
2047.0	2.0
2049.0	3.0
2052.0	1.0
2053.0	1.0
2055.0	1.0
2056.0	1.0
2057.0	1.0
2058.0	1.0
2063.0	2.0
2064.0	3.0
2065.0	2.0
2067.0	2.0
2068.0	2.0
2070.0	2.0
2071.0	1.0
2072.0	3.0
2073.0	2.0
2074.0	4.0
2075.0	1.0
2076.0	2.0
2077.0	1.0
2081.0	3.0
2083.0	2.0
2084.0	1.0
2085.0	1.0
2087.0	2.0
2089.0	2.0
2090.0	3.0
2091.0	1.0
2092.0	1.0
2093.0	2.0
2095.0	1.0
2096.0	2.0
2097.0	1.0
2098.0	2.0
2099.0	3.0
2101.0	3.0
2102.0	3.0
2105.0	1.0
2106.0	1.0
2107.0	1.0
2109.0	1.0
2110.0	2.0
2113.0	1.0
2115.0	1.0
2119.0	1.0
2123.0	1.0
2127.0	1.0
2131.0	1.0
2133.0	1.0
2135.0	1.0
2139.0	1.0
2140.0	1.0
2141.0	1.0
2148.0	1.0
2151.0	1.0
2152.0	1.0
2156.0	1.0
2157.0	1.0
2162.0	2.0
2163.0	1.0
2166.0	1.0
2167.0	1.0
2168.0	2.0
2176.0	1.0
2178.0	1.0
2180.0	2.0
2184.0	1.0
2186.0	1.0
2194.0	1.0
2195.0	1.0
2197.0	1.0
2204.0	2.0
2210.0	1.0
2218.0	1.0
2219.0	1.0
2220.0	1.0
2221.0	1.0
2223.0	1.0
2224.0	1.0
2226.0	2.0
2227.0	2.0
2231.0	1.0
2232.0	1.0
2233.0	1.0
2234.0	1.0
2235.0	2.0
2236.0	1.0
2237.0	2.0
2238.0	1.0
2240.0	1.0
2241.0	1.0
2243.0	1.0
2247.0	1.0
2248.0	1.0
2249.0	1.0
2251.0	1.0
2252.0	1.0
2253.0	1.0
2258.0	2.0
2262.0	1.0
2263.0	2.0
2265.0	1.0
2266.0	1.0
2267.0	1.0
2271.0	1.0
2273.0	1.0
2274.0	1.0
2278.0	1.0
2279.0	1.0
2281.0	1.0
2283.0	1.0
2285.0	1.0
2286.0	1.0
2287.0	1.0
2288.0	1.0
2291.0	1.0
2292.0	1.0
2294.0	2.0
2295.0	3.0
2297.0	1.0
2298.0	1.0
2299.0	2.0
2300.0	1.0
2302.0	1.0
2303.0	1.0
2304.0	1.0
2309.0	2.0
2310.0	1.0
2313.0	1.0
2315.0	1.0
2316.0	1.0
2320.0	1.0
2325.0	1.0
2326.0	1.0
2327.0	1.0
2328.0	1.0
2341.0	1.0
2345.0	2.0
2347.0	1.0
2351.0	1.0
2354.0	1.0
2358.0	1.0
2362.0	1.0
2363.0	1.0
2367.0	1.0
2369.0	1.0
2370.0	1.0
2374.0	2.0
2375.0	1.0
2376.0	1.0
2377.0	1.0
2378.0	1.0
2379.0	1.0
2382.0	1.0
2385.0	1.0
2386.0	1.0
2389.0	1.0
2390.0	1.0
2391.0	1.0
2392.0	2.0
2397.0	1.0
2399.0	1.0
2402.0	2.0
2403.0	1.0
2405.0	1.0
2407.0	2.0
2408.0	1.0
2411.0	1.0
2413.0	1.0
2414.0	2.0
2415.0	1.0
2416.0	3.0
2417.0	2.0
2418.0	2.0
2422.0	2.0
2423.0	1.0
2426.0	1.0
2428.0	1.0
2443.0	1.0
2446.0	1.0
2452.0	1.0
2463.0	1.0
2464.0	1.0
2483.0	1.0
2498.0	1.0
2525.0	1.0
2528.0	1.0
2534.0	1.0
2558.0	1.0
2572.0	1.0
2587.0	1.0
2589.0	1.0
2595.0	1.0
2607.0	1.0
2613.0	1.0
2618.0	1.0
2640.0	1.0
2655.0	1.0
2664.0	1.0
2675.0	1.0
2683.0	1.0
2686.0	1.0
2706.0	1.0
2718.0	1.0
2719.0	1.0
2737.0	1.0
2740.0	2.0
2761.0	1.0
2763.0	1.0
2769.0	1.0
2776.0	1.0
2790.0	1.0
2793.0	1.0
2806.0	1.0
2807.0	1.0
2817.0	1.0
2821.0	3.0
2825.0	1.0
2827.0	1.0
2828.0	1.0
2834.0	1.0
2839.0	1.0
2843.0	1.0
2848.0	1.0
2855.0	1.0
2861.0	1.0
2864.0	3.0
2865.0	2.0
2866.0	1.0
2869.0	2.0
2873.0	2.0
2881.0	1.0
2883.0	2.0
