#Coverage	Number of genomic locations
1939.0	2.0
1941.0	3.0
1942.0	2.0
1944.0	1.0
1946.0	2.0
1947.0	2.0
1948.0	3.0
1949.0	1.0
1950.0	3.0
1951.0	2.0
1952.0	2.0
1953.0	4.0
1954.0	2.0
1955.0	2.0
1958.0	1.0
1960.0	1.0
1961.0	1.0
1962.0	1.0
1963.0	3.0
1964.0	4.0
1966.0	4.0
1967.0	1.0
1968.0	2.0
1969.0	4.0
1970.0	1.0
1971.0	5.0
1972.0	4.0
1973.0	1.0
1974.0	1.0
1975.0	4.0
1976.0	2.0
1977.0	1.0
1978.0	2.0
1980.0	2.0
1981.0	2.0
1982.0	1.0
1983.0	1.0
1985.0	2.0
1986.0	1.0
1987.0	1.0
1989.0	1.0
1990.0	1.0
1992.0	3.0
1993.0	2.0
1994.0	3.0
1995.0	2.0
1997.0	2.0
1999.0	2.0
2000.0	5.0
2001.0	3.0
2002.0	3.0
2003.0	1.0
2004.0	1.0
2005.0	1.0
2009.0	1.0
2010.0	1.0
2013.0	1.0
2014.0	1.0
2016.0	1.0
2018.0	2.0
2021.0	2.0
2023.0	2.0
2024.0	2.0
2026.0	1.0
2027.0	1.0
2031.0	1.0
2032.0	2.0
2034.0	4.0
2036.0	1.0
2037.0	1.0
2038.0	1.0
2041.0	1.0
2044.0	1.0
2047.0	1.0
2048.0	1.0
2049.0	1.0
2050.0	1.0
2053.0	2.0
2055.0	1.0
2056.0	1.0
2057.0	2.0
2058.0	1.0
2061.0	3.0
2064.0	1.0
2065.0	1.0
2068.0	3.0
2069.0	1.0
2074.0	1.0
2076.0	2.0
2077.0	1.0
2078.0	2.0
2082.0	2.0
2083.0	1.0
2085.0	2.0
2086.0	1.0
2087.0	2.0
2093.0	2.0
2096.0	1.0
2097.0	2.0
2098.0	1.0
2100.0	1.0
2101.0	1.0
2102.0	2.0
2107.0	1.0
2111.0	2.0
2112.0	1.0
2113.0	1.0
2116.0	1.0
2117.0	2.0
2119.0	1.0
2120.0	2.0
2121.0	2.0
2122.0	3.0
2123.0	1.0
2125.0	2.0
2126.0	1.0
2127.0	1.0
2130.0	3.0
2131.0	1.0
2132.0	2.0
2133.0	2.0
2136.0	2.0
2137.0	5.0
2138.0	3.0
2139.0	1.0
2140.0	1.0
2141.0	1.0
2142.0	3.0
2144.0	1.0
2145.0	2.0
2146.0	2.0
2147.0	2.0
2148.0	3.0
2149.0	3.0
2150.0	2.0
2151.0	1.0
2154.0	1.0
2155.0	1.0
2156.0	1.0
2157.0	2.0
2158.0	2.0
2159.0	1.0
2161.0	1.0
2163.0	1.0
2166.0	1.0
2167.0	1.0
2170.0	1.0
2172.0	1.0
2174.0	1.0
2176.0	1.0
2184.0	1.0
2189.0	1.0
2198.0	1.0
2200.0	1.0
2203.0	1.0
2206.0	1.0
2210.0	1.0
2216.0	1.0
2220.0	1.0
2223.0	1.0
2224.0	1.0
2226.0	2.0
2227.0	2.0
2230.0	1.0
2232.0	4.0
2234.0	2.0
2235.0	2.0
2236.0	2.0
2239.0	2.0
2240.0	1.0
2244.0	2.0
2246.0	2.0
2251.0	1.0
2252.0	1.0
2253.0	1.0
2256.0	1.0
2260.0	2.0
2262.0	2.0
2263.0	1.0
2264.0	1.0
2266.0	1.0
2269.0	1.0
2272.0	2.0
2273.0	1.0
2274.0	1.0
2275.0	1.0
2276.0	1.0
2277.0	1.0
2280.0	1.0
2283.0	1.0
2287.0	1.0
2289.0	1.0
2290.0	1.0
2292.0	1.0
2293.0	2.0
2297.0	1.0
2298.0	2.0
2301.0	2.0
2302.0	1.0
2303.0	1.0
2304.0	1.0
2305.0	1.0
2306.0	1.0
2308.0	1.0
2309.0	1.0
2312.0	1.0
2313.0	2.0
2318.0	1.0
2319.0	1.0
2320.0	1.0
2322.0	1.0
2325.0	1.0
2326.0	1.0
2327.0	1.0
2330.0	1.0
2333.0	1.0
2334.0	1.0
2336.0	1.0
2341.0	1.0
2343.0	1.0
2344.0	2.0
2355.0	1.0
2358.0	1.0
2365.0	1.0
2382.0	2.0
2389.0	1.0
2400.0	2.0
2406.0	1.0
2408.0	1.0
2421.0	1.0
2423.0	1.0
2435.0	1.0
2446.0	1.0
2452.0	1.0
2463.0	1.0
2473.0	1.0
2478.0	1.0
2481.0	1.0
2487.0	1.0
2498.0	1.0
2500.0	1.0
2501.0	1.0
2508.0	1.0
2512.0	2.0
2517.0	1.0
2518.0	1.0
2527.0	1.0
2528.0	1.0
2529.0	3.0
2530.0	2.0
2531.0	2.0
2532.0	1.0
2533.0	2.0
2536.0	1.0
2540.0	1.0
2542.0	1.0
2546.0	1.0
2547.0	1.0
2549.0	1.0
